Sample	Bin	Taxonomic description	Relative abundance (%)	# contigs	Total length (bp)	Largest contig (bp)	N50	L50	GC%	Coverage	# ORFs	# SSUs	Circular	Putative virus	# reads recruited	% reads assigned	Lowest-rank taxon to which ≥ 75% reads assigned	TaxID	Rate %	Taxon of any rank to which most reads assigned	TaxID	Rate %	CheckM-inferred UID and lineage	Completeness	Contamination	Heterogeneity	5S rRNA	16S rRNA	23S rRNA	# of 20 tRNAs
80129	10	Lactobacillus delbrueckii	0.3	109	1,821,478	 108,209 	32,364	18	50.13	14.92	1848	6	no	no	 187,256 	94.95	Lactobacillus delbrueckii	1584	98.17	Lactobacillus delbrueckii subsp. lactis	29397	21.7	377: g__Lactobacillus	99.03	1.45	50	yes	no	no	19
80129	11	unidentified organism dm2	0.17	276	1,823,064	 36,130 	9,767	59	48.24	8.56	1754	0	no	no	 107,168 	0.654	Firmicutes	1239	92.01	Ruminococcus sp. JC304	1095771	11.98	1120: o__Clostridiales	92.79	2.36	0	yes	no	no	15
80129	12	Escherichia coli (b)	0.15	770	1,626,995	 27,144 	2,294	198	49.83	8.33	1609	0	no	no	 93,688 	99.74	Escherichia coli	562	98.31	Escherichia coli	562	26.54	1: root	4.17	0	0	no	no	no	2
80129	13	Firmicutes bacterium CAG:103	0.09	470	1,207,754	 25,584 	2,962	119	62.75	6.96	1275	0	no	no	 58,448 	86.65	Firmicutes bacterium CAG:103	1262999	97.42	Firmicutes bacterium CAG:103	1262999	97.42	1212: o__Clostridiales	62.95	3.02	0	no	no	no	2
80129	14	Bilophila wadsworthia	0.08	1001	1,593,012	 8,841 	1,613	359	59.63	4.55	1824	0	no	no	 50,783 	97.78	Bilophila wadsworthia	35833	92.87	Bilophila wadsworthia ATCC 49260	1408428	71.44	3218: c__Deltaproteobacteria	36.05	0.09	0	no	no	no	0
80129	15	Weissella confusa	0.07	634	1,238,459	 8,758 	2,089	204	45.08	5.41	1184	2	no	no	 46,610 	97.59	Weissella confusa	1583	96.23	Weissella confusa LBAE C39-2	1127131	96.23	375: o__Lactobacillales	63.9	1.43	100	yes	no	no	6
80129	16	Escherichia coli island	0.03	78	221,025	 17,010 	3,540	17	40.04	13.85	188	0	no	no	 21,041 	98.47	Escherichia coli	562	97.64	Escherichia coli	562	23.11	1: root	0	0	0	no	no	no	0
80129	17	unidentified organism	0.03	443	676,187	 3,604 	1,503	165	48.58	4.41	701	0	no	no	 20,836 	1.319	Bacteria	2	100	Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043	566552	24	203: k__Bacteria	25	0	0	no	no	no	0
80129	18	Lactobacillus fermentum	0.03	381	595,438	 4,759 	1,548	141	52.82	4.95	620	0	no	no	 20,654 	98.88	Lactobacillus fermentum	1613	98.54	Lactobacillus fermentum MTCC 8711	1366052	40.05	355: o__Lactobacillales	34.45	0.05	0	no	no	no	5
80129	19	unidentified organism (Prevotella sp. CAG:522-like)	0.03	312	547,591	 8,264 	1,800	100	50.33	5.21	512	0	no	no	 19,915 	12.29	Prevotella sp. CAG:5226	1262930	77.12	Prevotella sp. CAG:5226	1262930	77.12	203: k__Bacteria	10.34	0	0	no	no	no	2
80129	20	Eubacterium sp. CAG:180	0.02	319	471,517	 4,416 	1,470	120	45.58	4.44	466	0	no	no	 14,585 	93.74	Eubacterium sp. CAG:180	1262882	93.51	Eubacterium sp. CAG:180	1262882	93.51	1212: o__Clostridiales	21.49	0.02	0	no	no	no	3
80129	21	putative virus ph20	0.02	8	183,570	 49,926 	35,108	3	34.68	11.33	311	0	no	yes	 14,240 	0.014	Proteobacteria	1224	100	Salmonella enterica subsp. enterica	59201	50	1: root	0	0	0	no	no	no	17
80129	22	putative virus ph7 (crish D)	0.01	4	101,762	 32,248 	29,459	2	32.85	12.1	100	0	no	yes	 8,444 	67.43	Veillonella sp. CAG:933	1262980	98.12	Veillonella sp. CAG:933	1262980	98.12	1: root	0	0	0	no	no	no	0
80129	23	putative virus (crish)	0	20	46,898	 10,453 	2,268	5	27.44	6.96	43	0	no	yes	 2,254 	4.303	Megamonas	158846	100	Megamonas funiformis YIT 11815	742816	70.1	1: root	0	0	0	no	no	no	2
80129	24	putative virus ph3 (crish E)	0	33	53,468	 2,833 	1,619	13	35.97	4.87	62	0	no	yes	 1,832 	0.054	Acidithiobacillus ferrivorans	160808	100	Acidithiobacillus ferrivorans	160808	100	1: root	0	0	0	no	no	no	11
80142	1	Eubacterium sp.	16.6	30	3,044,284	 380,764 	149,195	8	41.34	169.19	2863	5	no	no	 3,569,457 	92.87	Eubacterium	1730	92.45	Agathobacter rectalis ATCC 33656	515619	49.66	1286: f__Lachnospiraceae	99.03	0	0	no	no	no	16
80142	2	Escherichia coli	8.68	677	5,828,828	 103,940 	17,724	94	50.53	46.19	5666	4	no	no	 1,869,943 	99.87	Escherichia coli	562	96.29	Escherichia coli	562	18.51	5162: f__Enterobacteriaceae	99.56	7.85	93.18	yes	no	no	15
80142	3	Enterococcus hirae	5.74	22	2,913,269	 491,473 	232,227	5	36.67	61.14	2722	5	no	no	 1,231,680 	93.64	Enterococcus hirae	1354	82	Enterococcus hirae ATCC 9790	768486	31.76	544: o__Lactobacillales	99.63	0	0	yes	no	no	20
80142	4	Akkermansia sp.	5.16	46	2,846,911	 413,110 	95,791	10	55.49	56.22	2456	0	no	no	 1,112,356 	89.29	Akkermansia	239934	99.89	Akkermansia muciniphila CAG:154	1263034	51.7	2982: k__Bacteria	96.6	0	0	no	no	no	13
80142	5	bacterium LF-3	4.31	66	2,651,182	 221,251 	58,118	14	29.28	50.4	2730	7	no	no	 921,974 	85.42	bacterium LF-3	1504823	96.6	bacterium LF-3	1504823	96.6	2372: k__Bacteria	96.23	0.47	0	yes	no	no	18
80142	6	putative virus ph12 (crish H)	3.05	1	94,316	 94,316 	94,316	1	30.77	1001.94	90	0	no	yes	 650,804 	0.014	Bacteria	2	98.94	Enterobacter sp. E20	1560339	29.79	1: root	0	0	0	no	no	no	0
80142	7	Clostridium sp. CAG:354	2.37	23	1,706,413	 268,313 	119,627	5	27.86	43.14	1693	1	no	no	 507,250 	71.06	Clostridium sp. CAG:354	1262799	97.67	Clostridium sp. CAG:354	1262799	97.67	1212: o__Clostridiales	81.03	2.46	14.29	no	yes	no	16
80142	8	Firmicutes bacterium CAG:41	2.04	418	2,836,815	 49,672 	10,116	83	37.88	22.33	2726	3	no	no	 441,973 	76.26	Firmicutes bacterium CAG:41	1263021	97.12	Firmicutes bacterium CAG:41	1263021	97.12	1212: o__Clostridiales	94.41	2.37	11.11	yes	yes	yes	13
80142	9	Parabacteroides sp.	1.34	13	104,904	 29,050 	15,432	3	47.69	397.16	88	0	no	no	 288,578 	100	Parabacteroides	375288	95.02	Parabacteroides sp. 20_3	469591	40.75	1: root	0	0	0	no	no	no	0
80142	10	putative virus ph1 (crish A)	0.81	1	86,246	 86,246 	86,246	1	35.84	290.68	109	0	yes	yes	 173,116 	0.03	Bacteria	2	100	Enterobacter sp. E20	1560339	23.08	1: root	0	0	0	no	no	no	0
80142	11	Streptococcus sp.	0.68	649	1,330,527	 10,795 	2,260	190	39.62	15.75	1333	1	no	no	 153,425 	98.57	Streptococcus	1301	98.97	Streptococcus salivarius	1304	10.22	684: g__Streptococcus	70.55	7.12	60	yes	no	no	5
80142	12	putative virus ph10	0.5	1	185,709	 185,709 	185,709	1	36.81	83.26	227	0	yes	yes	 106,547 	1.362	Bacteroides	816	98.35	Bacteroides sp. 3_1_23	457390	43.73	1: root	0	0	0	no	no	no	19
80142	13	unidentified organism	0.32	69	455,891	 33,308 	8,673	16	39.98	21.68	433	0	no	no	 69,304 	0.513	Clostridiales	186802	88.2	Eubacterium hallii CAG:12	1263078	30.62	1: root	4.17	0	0	no	no	no	17
80142	14	putative virus ph16	0.2	1	77,220	 77,220 	77,220	1	39.55	81.81	105	0	no	yes	 44,033 	0.022	Bacteria	2	100	Mycobacterium tuberculosis	1773	60	1: root	0	0	0	no	no	no	2
80142	15	putative Firmicutes plasmid	0.2	1	6,282	 6,282 	6,282	1	43.51	973.89	8	0	yes	no	 42,569 	68.96	Firmicutes	1239	77.67	Lachnospiraceae bacterium 1_4_56FAA	658655	32.77	1: root	0	0	0	no	no	no	0
80142	16	putative virus	0.18	1	65,789	 65,789 	65,789	1	34	85.02	71	0	no	yes	 38,664 	0.087	Bacteroides fragilis	817	94.12	Bacteroides fragilis str. 1009-4-F #7	1339296	11.76	1: root	0	0	0	no	no	no	2
80142	17	putative virus ph1 (crish A)	0.15	2	85,040	 53,575 	53,575	1	34.6	55.53	109	0	no	yes	 32,644 	0.018	Escherichia coli	562	100	Escherichia coli M17	1392862	66.67	1: root	0	0	0	no	no	no	0
80142	18	Escherichia coli island 1	0.14	24	128,993	 36,972 	12,666	3	38.11	32.96	128	0	no	no	 29,580 	99.05	Escherichia coli	562	97.18	Escherichia coli	562	17.1	1: root	0	0	0	no	no	no	0
80142	19	Escherichia coli island 2	0.11	22	45,633	 8,238 	2,194	5	42.64	74.36	48	0	no	no	 23,583 	99.41	Escherichia coli	562	89.91	Escherichia coli	562	20.35	1: root	0	0	0	no	no	no	0
80142	20	putative virus ph4	0.09	1	46,977	 46,977 	46,977	1	43.84	62.54	62	0	yes	yes	 20,370 	0.029	Bacteria	2	100	Nocardiopsis halophila DSM 44494	1245472	33.33	1: root	0	0	0	no	no	no	0
80152	1	Escherichia coli	38.62	85	5,255,475	 515,929 	218,302	8	50.5	178.6	4931	7	no	no	 6,507,150 	99.96	Escherichia coli	562	98.07	Escherichia coli	562	23.7	5124: f__Enterobacteriaceae	99.97	0.04	0	yes	no	no	17
80152	2	Akkermansia sp.	2.07	74	2,838,278	 176,397 	77,055	13	55.47	17.76	2428	1	no	no	 350,338 	91	Akkermansia	239934	99.94	Akkermansia muciniphila CAG:154	1263034	53.58	2982: k__Bacteria	97.96	0	0	no	no	no	15
80152	3	Enterobacter sp.	1.86	1397	5,083,755	 20,941 	5,011	313	55.25	8.87	5155	6	no	no	 317,652 	99.64	Enterobacter	547	98.08	Enterobacter cloacae	550	60.19	5124: f__Enterobacteriaceae	97.66	11.37	80.16	yes	no	no	16
80152	4	Collinsella intestinalis	1.74	22	1,730,169	 219,434 	114,725	6	62.13	24.51	1449	2	no	no	 295,461 	81.35	Collinsella intestinalis	147207	96.66	Collinsella intestinalis DSM 13280	521003	96.66	2112: p__Actinobacteria	96.77	0	0	yes	no	yes	15
80152	5	Clostridium perfringens	0.48	844	2,130,334	 21,918 	2,890	223	28.31	5.5	1943	2	no	no	 82,449 	94.98	Clostridium perfringens	1502	98.34	Clostridium perfringens C str. JGS1495	445334	13.79	1375: o__Clostridiales	77.41	2.97	5.88	no	no	no	10
80152	6	Senegalimassilia anaerobia	0.24	591	1,211,848	 9,868 	2,145	180	61.62	4.83	1201	3	no	no	 41,866 	93.35	Senegalimassilia anaerobia	1473216	98.08	Senegalimassilia anaerobia JC110	1034345	98.08	2112: p__Actinobacteria	50.94	0.27	0	no	yes	no	7
80152	7	putative virus ph10	0.1	1	184,406	 184,406 	184,406	1	36.74	12.89	228	0	no	yes	 16,371 	1.539	Bacteroides	816	100	Bacteroides sp. 2_2_4	469590	58.33	1: root	0	0	0	no	no	no	19
80152	8	Prevotella sp.	0.08	325	462,123	 4,543 	1,371	123	52.17	4.23	452	0	no	no	 14,756 	94.57	Prevotella	838	93.35	Prevotella stercorea CAG:629	1263103	48.08	203: k__Bacteria	15.75	0	0	no	no	no	2
80152	9	Actinomyces sp.	0.03	161	211,284	 2,807 	1,262	67	56.15	3.55	224	0	no	no	 5,510 	97.15	Actinomyces	1654	99.65	Actinomyces sp. oral taxon 181 str. F0379	1127690	49.5	203: k__Bacteria	14.29	0	0	no	no	no	1
